GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,assisted,HTM,VTM
Shot Chart Detail,41600171,36,201588,George Hill,1610612762,Utah Jazz,1,7,51,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-68,193,1,1,20170415,0,LAC,UTA
Shot Chart Detail,41600171,65,201588,George Hill,1610612762,Utah Jazz,1,6,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,87,131,1,1,20170415,0,LAC,UTA
Shot Chart Detail,41600171,84,201588,George Hill,1610612762,Utah Jazz,1,5,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,0,1,0,20170415,0,LAC,UTA
Shot Chart Detail,41600171,156,201588,George Hill,1610612762,Utah Jazz,2,11,26,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-65,82,1,0,20170415,0,LAC,UTA
Shot Chart Detail,41600171,171,201588,George Hill,1610612762,Utah Jazz,2,9,40,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,47,1,1,20170415,0,LAC,UTA
Shot Chart Detail,41600171,192,201588,George Hill,1610612762,Utah Jazz,2,7,56,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,3,1,0,20170415,0,LAC,UTA
Shot Chart Detail,41600171,240,201588,George Hill,1610612762,Utah Jazz,2,1,57,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-66,203,1,1,20170415,0,LAC,UTA
Shot Chart Detail,41600171,273,201588,George Hill,1610612762,Utah Jazz,3,10,9,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-223,3,1,0,20170415,0,LAC,UTA
Shot Chart Detail,41600171,313,201588,George Hill,1610612762,Utah Jazz,3,5,33,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-79,38,1,0,20170415,0,LAC,UTA
Shot Chart Detail,41600171,315,201588,George Hill,1610612762,Utah Jazz,3,5,30,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,7,1,1,20170415,0,LAC,UTA
Shot Chart Detail,41600171,322,201588,George Hill,1610612762,Utah Jazz,3,4,53,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-1,1,1,20170415,1,LAC,UTA
Shot Chart Detail,41600171,398,201588,George Hill,1610612762,Utah Jazz,4,9,12,Made Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,6,244,1,1,20170415,1,LAC,UTA
Shot Chart Detail,41600171,452,201588,George Hill,1610612762,Utah Jazz,4,3,18,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-92,110,1,0,20170415,0,LAC,UTA
Shot Chart Detail,41600172,29,201588,George Hill,1610612762,Utah Jazz,1,8,13,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-153,7,1,1,20170418,0,LAC,UTA
Shot Chart Detail,41600172,69,201588,George Hill,1610612762,Utah Jazz,1,4,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-61,249,1,0,20170418,0,LAC,UTA
Shot Chart Detail,41600172,130,201588,George Hill,1610612762,Utah Jazz,2,10,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,140,218,1,0,20170418,0,LAC,UTA
Shot Chart Detail,41600172,170,201588,George Hill,1610612762,Utah Jazz,2,6,15,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,13,1,1,20170418,0,LAC,UTA
Shot Chart Detail,41600172,228,201588,George Hill,1610612762,Utah Jazz,2,0,27,Missed Shot,No Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,110,228,1,0,20170418,0,LAC,UTA
Shot Chart Detail,41600172,239,201588,George Hill,1610612762,Utah Jazz,3,10,58,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-241,-1,1,1,20170418,1,LAC,UTA
Shot Chart Detail,41600172,258,201588,George Hill,1610612762,Utah Jazz,3,8,38,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-169,65,1,0,20170418,0,LAC,UTA
Shot Chart Detail,41600172,274,201588,George Hill,1610612762,Utah Jazz,3,7,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,40,46,1,0,20170418,0,LAC,UTA
Shot Chart Detail,41600172,324,201588,George Hill,1610612762,Utah Jazz,3,2,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-137,254,1,1,20170418,0,LAC,UTA
Shot Chart Detail,41600172,404,201588,George Hill,1610612762,Utah Jazz,4,5,11,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,23,1,1,20170418,0,LAC,UTA
Shot Chart Detail,41600172,409,201588,George Hill,1610612762,Utah Jazz,4,3,54,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-60,111,1,0,20170418,0,LAC,UTA
Shot Chart Detail,41600173,23,201588,George Hill,1610612762,Utah Jazz,1,9,18,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,50,52,1,1,20170421,0,UTA,LAC
Shot Chart Detail,41600173,60,201588,George Hill,1610612762,Utah Jazz,1,5,2,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-110,36,1,1,20170421,0,UTA,LAC
Shot Chart Detail,41600173,113,201588,George Hill,1610612762,Utah Jazz,1,0,1,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-138,51,1,0,20170421,0,UTA,LAC
Shot Chart Detail,41600173,185,201588,George Hill,1610612762,Utah Jazz,2,4,43,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,51,1,1,20170421,0,UTA,LAC
Shot Chart Detail,41600173,200,201588,George Hill,1610612762,Utah Jazz,2,2,47,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,50,77,1,1,20170421,1,UTA,LAC
Shot Chart Detail,41600173,243,201588,George Hill,1610612762,Utah Jazz,3,11,18,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,97,80,1,0,20170421,0,UTA,LAC
